date,positive_ratio,top_word,strongest_title_with_top_word
2024-10-18,26.22,엔비,엔비디아발 대폭락장 온다
2024-10-19,29.17,이유,테슬라 몰빵 가야되는 이유
2024-10-21,25.45,엔비,엔비디아 아무리봐도 거품인데
2024-10-22,26.71,엔비,엔비디아 이 역겨운새끼 어디까지 오르려고
2024-10-23,27.4,테슬라,테슬라 실적 좆망인건 확정인데
2024-10-24,28.26,테슬라,이러다 본장에 꼬라박을수도 있는게 테슬라라
2024-10-25,26.7,테슬라,오늘 이상태로 마감이면 테슬라도 엔비130처럼 추세돌파
2024-10-26,31.05,테슬라,테슬라 더 오를라나
2024-10-28,26.87,테슬라,테슬라 지금이라도 사야하는거 아님?
2024-10-29,24.9,대중탕,시발 대중탕으로 벌써 10퍼 손해봤다
2024-10-30,24.18,슈마컴,딱봐도 느낌안옴? 슈마컴 싸게사려고 구라뉴스낸거임 ㅇㅇㅇㅇ
2024-10-31,25.0,대중탕,대중탕 개꿀잼
2024-11-01,27.56,트럼프,돈없는 개잡도태들이나 트럼프 뽑고 달러 흔들자 거리는 거
2024-11-02,29.9,트럼프,이악물고 트럼프가 정배다 도르하는 틀딱들 좆팔륙하고 하는짓 똑같네
2024-11-04,29.26,트럼프,무응답에 트럼프가중치 겁나주는데도..ㄷㄷ
2024-11-05,28.9,트럼프,트럼프 = 사업가 = 돈을 그냥 퍼다줌
2024-11-06,28.14,트럼프,저 이뿌고 섹시하면 우아한 트럼프 부인도 안나서는데
2024-11-07,28.6,테슬라,테슬라 300불은 절대 안 보내주네
2024-11-08,28.91,테슬라,테슬라 지금도 안늦었다고 한새끼 누구냐 씨발련아 나와
2024-11-09,31.49,테슬라,테슬라 뿐만 아니고 못먹은거 수두루빽뺵인데 왜
2024-11-11,27.05,테슬라,내돈내놔사기꾼들아니네가테슬라사래서샀더니 떨어졌자나
2024-11-12,25.77,테슬라,"테슬라 숏 = 역사적 최저점, 자 드가야겟지??"
2024-11-13,24.71,테슬라,테슬라 340 이상에서 산 병신들은 지수추종이나 해라
2024-11-14,24.68,테슬라,테슬라 믿음을가지고 물타기 간다
2024-11-15,25.69,테슬라,테슬라 이제 떨어질일 없음?
2024-11-16,27.98,테슬라,미주 시작하고 제일 잘한게 테슬라 장투 gg친거인듯
2024-11-18,26.74,테슬라,시발 롱이든 숏이든 테슬라 레버리지 이제 손도안댄다
2024-11-19,26.21,마스,마스 600 잘먹고 빠진다
2024-11-20,26.98,마스,"진짜 마스, 비트코인 별로라고 생각해도 숏은 치지마"
2024-11-21,28.19,마스,대체 뭔 쓰레기를 샀길래 마스 배아파함?
2024-11-22,26.8,마스,솔직히 마스 롱이나 숏이나 병신같음
2024-11-23,28.25,마스,마스단 어이 없는 이유
2024-11-25,27.45,마스,마스 롱 레버도 아니고 본주 440에 샀는데 복구되나요 ㅠㅠㅠㅠㅠ
2024-11-26,26.82,마스,마스숏친것도 아니고 걍 구경하다 밤샜네
2024-11-27,26.3,마스,마스 망하던 말던 내돈만 벌면되면 개추
2024-11-28,26.71,마스,마스롱 논리는 하나로 부실 수 있음.
2024-11-29,26.98,마스,옵션형님들도 버린 마스 설거지시작 ㅋㅋㅋ
2024-11-30,27.59,마스,크리스마스에 야스하고 싶은데 동남아나 갈까?
